Year,Trade Flow,Reporter,Reporter ISO,Partner,Partner ISO,Trade Value (US$)
2016,M,Japan,JPN,Kyrgyzstan,KGZ,352631
2016,M,Japan,JPN,Kuwait,KWT,4241496904
2016,M,Japan,JPN,Lebanon,LBN,26733632
2016,M,Japan,JPN,Lesotho,LSO,363082
2016,M,Japan,JPN,Liberia,LBR,182438
2016,M,Japan,JPN,Libya,LBY,12998913
2016,M,Japan,JPN,Latvia,LVA,85460897
2016,M,Japan,JPN,Lithuania,LTU,536143464
2016,M,Japan,JPN,"China, Macao SAR",MAC,27518916
2016,M,Japan,JPN,Luxembourg,LUX,73074766
2016,M,Japan,JPN,Madagascar,MDG,100710302
2016,M,Japan,JPN,Malawi,MWI,12176084
2016,M,Japan,JPN,Mali,MLI,180083
2016,M,Japan,JPN,Malaysia,MYS,17334411720
2016,M,Japan,JPN,Maldives,MDV,4824790
2016,M,Japan,JPN,Malta,MLT,140531518
2016,M,Japan,JPN,Mauritius,MUS,5830011
2016,M,Japan,JPN,Mauritania,MRT,128254031
2016,M,Japan,JPN,Mexico,MEX,5742034566
2016,M,Japan,JPN,"Other Asia, nes",S19,22957818173
2016,M,Japan,JPN,Mongolia,MNG,17490807
2016,M,Japan,JPN,Rep. of Moldova,MDA,14793871
2016,M,Japan,JPN,Montenegro,MNE,2769046
2016,M,Japan,JPN,Montserrat,MSR,4204
2016,M,Japan,JPN,Morocco,MAR,270687237
2016,M,Japan,JPN,Mozambique,MOZ,127675602
2016,M,Japan,JPN,Oman,OMN,1758877584
2016,M,Japan,JPN,Namibia,NAM,8716524
2016,M,Japan,JPN,Nauru,NRU,4931658
2016,M,Japan,JPN,Nepal,NPL,12906811
2016,M,Japan,JPN,"Oceania, nes",O19,7838
2016,M,Japan,JPN,Curaçao,CUW,469039
2016,M,Japan,JPN,New Caledonia,NCL,169421866
2016,M,Japan,JPN,Vanuatu,VUT,71555563
2016,M,Japan,JPN,Netherlands,NLD,2361559308
2016,M,Japan,JPN,New Zealand,NZL,2340521816
2016,M,Japan,JPN,Nicaragua,NIC,27288803
2016,M,Japan,JPN,Niger,NER,621228
2016,M,Japan,JPN,Nigeria,NGA,864968838
2016,M,Japan,JPN,Niue,NIU,18124
2016,M,Japan,JPN,"Other Africa, nes",F19,212706
2016,M,Japan,JPN,Norway,NOR,1759506880
2016,M,Japan,JPN,N. Mariana Isds,MNP,114615
2016,M,Japan,JPN,FS Micronesia,FSM,6064375
2016,M,Japan,JPN,Marshall Isds,MHL,9479424
2016,M,Japan,JPN,Palau,PLW,14376785
2016,M,Japan,JPN,Pakistan,PAK,263747096
2016,M,Japan,JPN,Panama,PAN,351013283
2016,M,Japan,JPN,Papua New Guinea,PNG,2008738858
2016,M,Japan,JPN,Paraguay,PRY,41979339
2016,M,Japan,JPN,Peru,PER,1322142783
2016,M,Japan,JPN,Philippines,PHL,9026125180
2016,M,Japan,JPN,Poland,POL,1148409456
2016,M,Japan,JPN,Portugal,PRT,284305915
2016,M,Japan,JPN,Timor-Leste,TLS,1029408
2016,M,Japan,JPN,Qatar,QAT,10880448253
2016,M,Japan,JPN,"North America and Central America, nes",A59,161526
2016,M,Japan,JPN,Romania,ROU,477617570
2016,M,Japan,JPN,Russian Federation,RUS,11273172462
2016,M,Japan,JPN,Senegal,SEN,7723585
2016,M,Japan,JPN,Rwanda,RWA,7917882
2016,M,Japan,JPN,Anguilla,AIA,3634
2016,M,Japan,JPN,Saint Lucia,LCA,4940
2016,M,Japan,JPN,Saint Vincent and the Grenadines,VCT,4832629
2016,M,Japan,JPN,Sao Tome and Principe,STP,50251
2016,M,Japan,JPN,Saudi Arabia,SAU,19570254430
2016,M,Japan,JPN,Saint Helena,SHN,4340110
2016,M,Japan,JPN,Saint Kitts and Nevis,KNA,17315
2016,M,Japan,JPN,Serbia,SRB,255724958
2016,M,Japan,JPN,Seychelles,SYC,51588282
2016,M,Japan,JPN,Sierra Leone,SLE,1792400
2016,M,Japan,JPN,India,IND,4674419284
2016,M,Japan,JPN,Singapore,SGP,7465102895
2016,M,Japan,JPN,Slovakia,SVK,226044221
2016,M,Japan,JPN,Viet Nam,VNM,16237799931
2016,M,Japan,JPN,Somalia,SOM,8250880
2016,M,Japan,JPN,Slovenia,SVN,142306429
2016,M,Japan,JPN,South Africa,ZAF,4211983149
2016,M,Japan,JPN,Zimbabwe,ZWE,13584122
2016,M,Japan,JPN,Spain,ESP,3691384331
2016,M,Japan,JPN,South Sudan,SSD,414603
2016,M,Japan,JPN,Sudan,SDN,25549395
2016,M,Japan,JPN,Western Sahara,ESH,152685
2016,M,Japan,JPN,Suriname,SUR,6424586
2016,M,Japan,JPN,Eswatini,SWZ,583443
2016,M,Japan,JPN,Sweden,SWE,2209508841
2016,M,Japan,JPN,Switzerland,CHE,7651752390
2016,M,Japan,JPN,Syria,SYR,934132
2016,M,Japan,JPN,Tajikistan,TJK,1161945
2016,M,Japan,JPN,Thailand,THA,20139207493
2016,M,Japan,JPN,Togo,TGO,3931700
2016,M,Japan,JPN,Tokelau,TKL,1987
2016,M,Japan,JPN,Tonga,TON,2841800
2016,M,Japan,JPN,Trinidad and Tobago,TTO,76198917
2016,M,Japan,JPN,United Arab Emirates,ARE,17298552509
2016,M,Japan,JPN,Tunisia,TUN,97053833
2016,M,Japan,JPN,Turkey,TUR,563327174
2016,M,Japan,JPN,Turkmenistan,TKM,108543
2016,M,Japan,JPN,Turks and Caicos Isds,TCA,43710
2016,M,Japan,JPN,Tuvalu,TUV,2050067
2016,M,Japan,JPN,Uganda,UGA,10325594
2016,M,Japan,JPN,Ukraine,UKR,575469153
2016,M,Japan,JPN,North Macedonia,MKD,6665537
2016,M,Japan,JPN,Egypt,EGY,140796923
2016,M,Japan,JPN,United Rep. of Tanzania,TZA,168748547
2016,M,Japan,JPN,United Kingdom,GBR,6511035349
2016,M,Japan,JPN,USA,USA,69221593000
2016,M,Japan,JPN,Burkina Faso,BFA,13338029
2016,M,Japan,JPN,Uzbekistan,UZB,2600730
2016,M,Japan,JPN,Venezuela,VEN,77962236
2016,M,Japan,JPN,Yemen,YEM,4148527
2016,M,Japan,JPN,Zambia,ZMB,24640665
2016,M,Japan,JPN,"Areas, nes",_X ,1688430
2016,M,Japan,JPN,Uruguay,URY,58193733
2016,M,Japan,JPN,Samoa,WSM,873053
2017,M,Japan,JPN,Anguilla,AIA,3208
2017,M,Japan,JPN,Kiribati,KIR,9733152
2017,M,Japan,JPN,Iraq,IRQ,1009647589
2017,M,Japan,JPN,N. Mariana Isds,MNP,41244
2017,M,Japan,JPN,Sao Tome and Principe,STP,64099
2017,M,Japan,JPN,Somalia,SOM,11168116
2017,M,Japan,JPN,Brunei Darussalam,BRN,1717369994
2017,M,Japan,JPN,Greenland,GRL,71668637
2017,M,Japan,JPN,Rep. of Moldova,MDA,16657241
2017,M,Japan,JPN,Nauru,NRU,6412094
2017,M,Japan,JPN,Eritrea,ERI,19619
2017,M,Japan,JPN,Saint Lucia,LCA,66675
2017,M,Japan,JPN,Togo,TGO,2977562
2017,M,Japan,JPN,American Samoa,ASM,1704323
2017,M,Japan,JPN,Pitcairn,PCN,5250
2017,M,Japan,JPN,Timor-Leste,TLS,1149773
2017,M,Japan,JPN,Saint Vincent and the Grenadines,VCT,3089449
2017,M,Japan,JPN,Kyrgyzstan,KGZ,1362181
2017,M,Japan,JPN,Kazakhstan,KAZ,1257559366
2017,M,Japan,JPN,Burundi,BDI,850401
2017,M,Japan,JPN,Samoa,WSM,525766
2017,M,Japan,JPN,Chad,TCD,102242
2017,M,Japan,JPN,Benin,BEN,545386
2017,M,Japan,JPN,Bahrain,BHR,378729593
2017,M,Japan,JPN,Mauritania,MRT,177420010
2017,M,Japan,JPN,Turks and Caicos Isds,TCA,2308
2017,M,Japan,JPN,"Other Africa, nes",F19,144208
2017,M,Japan,JPN,Lesotho,LSO,513055
2017,M,Japan,JPN,Haiti,HTI,2955821
2017,M,Japan,JPN,Jamaica,JAM,15633947
2017,M,Japan,JPN,Burkina Faso,BFA,40204869
2017,M,Japan,JPN,Albania,ALB,11479522
2017,M,Japan,JPN,Maldives,MDV,4937294
2017,M,Japan,JPN,Niue,NIU,54526
2017,M,Japan,JPN,Libya,LBY,11503491
2017,M,Japan,JPN,Marshall Isds,MHL,12932037
2017,M,Japan,JPN,Tokelau,TKL,3503
2017,M,Japan,JPN,Guinea-Bissau,GNB,2121
2017,M,Japan,JPN,Cabo Verde,CPV,127067
2017,M,Japan,JPN,Mali,MLI,1142312
2017,M,Japan,JPN,Djibouti,DJI,340197
2017,M,Japan,JPN,Azerbaijan,AZE,4093908
2017,M,Japan,JPN,Trinidad and Tobago,TTO,120056288
2017,M,Japan,JPN,Barbados,BRB,67932
2017,M,Japan,JPN,Rwanda,RWA,5514013
2017,M,Japan,JPN,Oman,OMN,1875957101
2017,M,Japan,JPN,Tajikistan,TJK,1455652
2017,M,Japan,JPN,"Areas, nes",_X ,2944973
2017,M,Japan,JPN,Turkmenistan,TKM,106066
2017,M,Japan,JPN,Grenada,GRD,6373
2017,M,Japan,JPN,State of Palestine,PSE,491947
2017,M,Japan,JPN,Malaysia,MYS,19270956818
2017,M,Japan,JPN,Nicaragua,NIC,33585055
2017,M,Japan,JPN,Estonia,EST,98111214
2017,M,Japan,JPN,Czechia,CZE,851496825
2017,M,Japan,JPN,Indonesia,IDN,19884059785
2017,M,Japan,JPN,India,IND,5347667962
2017,M,Japan,JPN,Qatar,QAT,10993359295
2017,M,Japan,JPN,Romania,ROU,571931682
2017,M,Japan,JPN,Ghana,GHA,192101822
2017,M,Japan,JPN,Germany,DEU,23418596163
2017,M,Japan,JPN,Bhutan,BTN,1357484
2017,M,Japan,JPN,Lithuania,LTU,559546911
2017,M,Japan,JPN,Luxembourg,LUX,73245073
2017,M,Japan,JPN,Malawi,MWI,13524212
2017,M,Japan,JPN,Switzerland,CHE,7817366766
2017,M,Japan,JPN,Saint Kitts and Nevis,KNA,5437
2017,M,Japan,JPN,Belgium,BEL,2750194688
2017,M,Japan,JPN,Argentina,ARG,725657494
2017,M,Japan,JPN,Equatorial Guinea,GNQ,146950593
2017,M,Japan,JPN,Syria,SYR,548247
2017,M,Japan,JPN,Mozambique,MOZ,177088673
2017,M,Japan,JPN,Mongolia,MNG,37932581
2017,M,Japan,JPN,Cambodia,KHM,1262053641
2017,M,Japan,JPN,Tonga,TON,2469284
2017,M,Japan,JPN,Portugal,PRT,311152012
2017,M,Japan,JPN,Niger,NER,328262
2017,M,Japan,JPN,Zimbabwe,ZWE,7775809
2017,M,Japan,JPN,Israel,ISR,1128950576
2017,M,Japan,JPN,Congo,COG,1598586
2017,M,Japan,JPN,Bermuda,BMU,468931
2017,M,Japan,JPN,China,CHN,164543433301
2017,M,Japan,JPN,"North America and Central America, nes",A59,385908
2017,M,Japan,JPN,FS Micronesia,FSM,7121201
2017,M,Japan,JPN,Nepal,NPL,10860819
2017,M,Japan,JPN,Italy,ITA,10325873966
2017,M,Japan,JPN,Viet Nam,VNM,18533199404
2017,M,Japan,JPN,Gabon,GAB,66599970
2017,M,Japan,JPN,French Polynesia,PYF,93813588
2017,M,Japan,JPN,Tuvalu,TUV,2065896
2017,M,Japan,JPN,USA,USA,73952984439
2017,M,Japan,JPN,Afghanistan,AFG,236529
2017,M,Japan,JPN,Fiji,FJI,42685715
2017,M,Japan,JPN,Thailand,THA,22732405141
2017,M,Japan,JPN,Cameroon,CMR,4083229
2017,M,Japan,JPN,Liberia,LBR,761716
2017,M,Japan,JPN,"China, Macao SAR",MAC,22557118
2017,M,Japan,JPN,Belarus,BLR,20025356
2017,M,Japan,JPN,United Rep. of Tanzania,TZA,118771095
2017,M,Japan,JPN,Gambia,GMB,16597
2017,M,Japan,JPN,Australia,AUS,38908730109
2017,M,Japan,JPN,Bolivia (Plurinational State of),BOL,341592370
2017,M,Japan,JPN,Rep. of Korea,KOR,28103159813
2017,M,Japan,JPN,Russian Federation,RUS,13822817435
2017,M,Japan,JPN,Seychelles,SYC,61898046
2017,M,Japan,JPN,Cook Isds,COK,17396495
2017,M,Japan,JPN,Costa Rica,CRI,345742061
2017,M,Japan,JPN,Bahamas,BHS,16343634
2017,M,Japan,JPN,Uruguay,URY,48904949
2017,M,Japan,JPN,Senegal,SEN,20812210
2017,M,Japan,JPN,Guam,GUM,8222955
2017,M,Japan,JPN,Bulgaria,BGR,111647844
2017,M,Japan,JPN,Uzbekistan,UZB,4495389
2017,M,Japan,JPN,Mauritius,MUS,8241719
2017,M,Japan,JPN,Lao People's Dem. Rep.,LAO,149408058
2017,M,Japan,JPN,Greece,GRC,96368820
2017,M,Japan,JPN,Armenia,ARM,10407068
2017,M,Japan,JPN,Myanmar,MMR,1066049709
2017,M,Japan,JPN,Dominican Rep.,DOM,93766861
2017,M,Japan,JPN,El Salvador,SLV,19274915
2017,M,Japan,JPN,Côte d'Ivoire,CIV,13288636
2017,M,Japan,JPN,Slovenia,SVN,175192621
2017,M,Japan,JPN,Paraguay,PRY,58642826
2017,M,Japan,JPN,Jordan,JOR,47735556
2017,M,Japan,JPN,Madagascar,MDG,161720617
2017,M,Japan,JPN,Ireland,IRL,4920916097
2017,M,Japan,JPN,Belize,BLZ,8144210
2017,M,Japan,JPN,Finland,FIN,1653878370
2017,M,Japan,JPN,Yemen,YEM,2916145
2017,M,Japan,JPN,Panama,PAN,824248800
2017,M,Japan,JPN,United Kingdom,GBR,7068281125
2017,M,Japan,JPN,Western Sahara,ESH,7763
2017,M,Japan,JPN,Falkland Isds (Malvinas),FLK,992960
2017,M,Japan,JPN,Norway,NOR,1781216247
2017,M,Japan,JPN,Mexico,MEX,5783598493
2017,M,Japan,JPN,Turkey,TUR,633806303
2017,M,Japan,JPN,Solomon Isds,SLB,5285256
2017,M,Japan,JPN,Montenegro,MNE,1499812
2017,M,Japan,JPN,Croatia,HRV,76123594
2017,M,Japan,JPN,Cuba,CUB,13873761
2017,M,Japan,JPN,Singapore,SGP,8525859240
2017,M,Japan,JPN,Georgia,GEO,13367052
2017,M,Japan,JPN,United Arab Emirates,ARE,20758811515
2017,M,Japan,JPN,Kuwait,KWT,5914434404
2017,M,Japan,JPN,Bosnia Herzegovina,BIH,7574498
2017,M,Japan,JPN,Sweden,SWE,2470630579
2017,M,Japan,JPN,Spain,ESP,3347894158
2017,M,Japan,JPN,"China, Hong Kong SAR",HKG,1823815917
2017,M,Japan,JPN,Guyana,GUY,6020160
2017,M,Japan,JPN,Honduras,HND,35722690
2017,M,Japan,JPN,Br. Virgin Isds,VGB,3226
2017,M,Japan,JPN,Suriname,SUR,5825962
2017,M,Japan,JPN,Zambia,ZMB,179243199
2017,M,Japan,JPN,Latvia,LVA,71463529
2017,M,Japan,JPN,Botswana,BWA,23392455
2017,M,Japan,JPN,Brazil,BRA,7167750858
2017,M,Japan,JPN,Nigeria,NGA,787329779
2017,M,Japan,JPN,Papua New Guinea,PNG,2441840820
2017,M,Japan,JPN,Sri Lanka,LKA,252326005
2017,M,Japan,JPN,Algeria,DZA,302295467
2017,M,Japan,JPN,Iceland,ISL,172848425
2017,M,Japan,JPN,Poland,POL,1151881355
2017,M,Japan,JPN,Sudan,SDN,7047555
2017,M,Japan,JPN,Hungary,HUN,1149436548
2017,M,Japan,JPN,Slovakia,SVK,217206668
2017,M,Japan,JPN,Ecuador,ECU,742793856
2017,M,Japan,JPN,Austria,AUT,1596634254
2017,M,Japan,JPN,Malta,MLT,153064269
2017,M,Japan,JPN,Dem. Rep. of the Congo,COD,3747444
2017,M,Japan,JPN,South Africa,ZAF,4760200233
2017,M,Japan,JPN,Pakistan,PAK,431791045
2017,M,Japan,JPN,Eswatini,SWZ,831646
2017,M,Japan,JPN,Canada,CAN,10930632258
2017,M,Japan,JPN,Denmark,DNK,2041342085
2017,M,Japan,JPN,Ethiopia,ETH,110464046
2017,M,Japan,JPN,Sierra Leone,SLE,2000432
2017,M,Japan,JPN,Vanuatu,VUT,69018080
2017,M,Japan,JPN,Peru,PER,2085745040
2017,M,Japan,JPN,Tunisia,TUN,95554974
2017,M,Japan,JPN,Ukraine,UKR,630850740
2017,M,Japan,JPN,New Caledonia,NCL,166125834
2017,M,Japan,JPN,Comoros,COM,106280
2017,M,Japan,JPN,Andorra,AND,20386
2017,M,Japan,JPN,Gibraltar,GIB,26919
2017,M,Japan,JPN,Venezuela,VEN,153700835
2017,M,Japan,JPN,Saint Helena,SHN,4117058
2017,M,Japan,JPN,Lebanon,LBN,21852067
2017,M,Japan,JPN,Colombia,COL,875243669
2017,M,Japan,JPN,Guinea,GIN,1390554
2017,M,Japan,JPN,Angola,AGO,257795796
2017,M,Japan,JPN,Bangladesh,BGD,1167831201
2017,M,Japan,JPN,North Macedonia,MKD,5841419
2017,M,Japan,JPN,Cyprus,CYP,457352
2017,M,Japan,JPN,Iran,IRN,3573269390
2017,M,Japan,JPN,Kenya,KEN,60715515
2017,M,Japan,JPN,New Zealand,NZL,2477318727
2017,M,Japan,JPN,Guatemala,GTM,188700004
2017,M,Japan,JPN,"Other Asia, nes",S19,25384637673
2017,M,Japan,JPN,Philippines,PHL,9770791387
2017,M,Japan,JPN,Morocco,MAR,299945967
2017,M,Japan,JPN,Central African Rep.,CAF,708786
2017,M,Japan,JPN,Namibia,NAM,8160817
2017,M,Japan,JPN,Cayman Isds,CYM,29727
2017,M,Japan,JPN,Netherlands,NLD,2395016029
2017,M,Japan,JPN,Curaçao,CUW,28845746
2017,M,Japan,JPN,Saudi Arabia,SAU,27766291125
2017,M,Japan,JPN,Egypt,EGY,131667362
2017,M,Japan,JPN,Serbia,SRB,279417689
2017,M,Japan,JPN,Palau,PLW,21504934
2017,M,Japan,JPN,France,FRA,10403371829
2017,M,Japan,JPN,Chile,CHL,6546431005
2017,M,Japan,JPN,Uganda,UGA,13734829
2017,M,Japan,JPN,Dominica,DMA,750280
2018,M,Japan,JPN,Afghanistan,AFG,895850
2018,M,Japan,JPN,Albania,ALB,11742471
2018,M,Japan,JPN,Algeria,DZA,194135832
2018,M,Japan,JPN,Andorra,AND,14073
2018,M,Japan,JPN,Angola,AGO,339956822
2018,M,Japan,JPN,Argentina,ARG,668961483
2018,M,Japan,JPN,Australia,AUS,45731434968
2018,M,Japan,JPN,Austria,AUT,1865739384
2018,M,Japan,JPN,Bahamas,BHS,11480914
2018,M,Japan,JPN,Bahrain,BHR,1241341822
2018,M,Japan,JPN,Bangladesh,BGD,1442667147
2018,M,Japan,JPN,Armenia,ARM,16172459
2018,M,Japan,JPN,Belgium,BEL,3065414017
2018,M,Japan,JPN,Bermuda,BMU,36610
2018,M,Japan,JPN,Bolivia (Plurinational State of),BOL,396392242
2018,M,Japan,JPN,Bosnia Herzegovina,BIH,10170775
2018,M,Japan,JPN,Brazil,BRA,6889423332
2018,M,Japan,JPN,Br. Antarctic Terr.,ATB,4751
2018,M,Japan,JPN,Br. Virgin Isds,VGB,16671
2018,M,Japan,JPN,Bulgaria,BGR,127930339
2018,M,Japan,JPN,Myanmar,MMR,1280534252
2018,M,Japan,JPN,Belarus,BLR,19576638
2018,M,Japan,JPN,Cambodia,KHM,1606969637
2018,M,Japan,JPN,Cameroon,CMR,3944498
2018,M,Japan,JPN,Canada,CAN,11720575319
2018,M,Japan,JPN,Central African Rep.,CAF,1975367
2018,M,Japan,JPN,Sri Lanka,LKA,273431033
2018,M,Japan,JPN,Chad,TCD,202781
2018,M,Japan,JPN,Chile,CHL,7243689133
2018,M,Japan,JPN,China,CHN,173716566952
2018,M,Japan,JPN,Colombia,COL,736926555
2018,M,Japan,JPN,Comoros,COM,1091183
2018,M,Japan,JPN,Congo,COG,1756158
2018,M,Japan,JPN,Dem. Rep. of the Congo,COD,2892015
2018,M,Japan,JPN,Cook Isds,COK,14825620
2018,M,Japan,JPN,Costa Rica,CRI,387006246
2018,M,Japan,JPN,Croatia,HRV,112948322
2018,M,Japan,JPN,Cuba,CUB,17032523
2018,M,Japan,JPN,Cyprus,CYP,636157
2018,M,Japan,JPN,Czechia,CZE,1033712256
2018,M,Japan,JPN,Denmark,DNK,2176171929
2018,M,Japan,JPN,Dominica,DMA,353919
2018,M,Japan,JPN,Dominican Rep.,DOM,114795721
2018,M,Japan,JPN,Ecuador,ECU,979008531
2018,M,Japan,JPN,El Salvador,SLV,20148554
2018,M,Japan,JPN,Equatorial Guinea,GNQ,48856465
2018,M,Japan,JPN,Ethiopia,ETH,105613574
2018,M,Japan,JPN,Eritrea,ERI,25885
2018,M,Japan,JPN,Estonia,EST,110745745
2018,M,Japan,JPN,Falkland Isds (Malvinas),FLK,3267268
2018,M,Japan,JPN,Fiji,FJI,40697566
2018,M,Japan,JPN,Finland,FIN,1946358192
2018,M,Japan,JPN,France,FRA,11045809638
2018,M,Japan,JPN,Djibouti,DJI,11304
2018,M,Japan,JPN,Gabon,GAB,73794701
2018,M,Japan,JPN,Georgia,GEO,19361864
2018,M,Japan,JPN,Germany,DEU,25969246076
2018,M,Japan,JPN,Gibraltar,GIB,18282
2018,M,Japan,JPN,Greece,GRC,212017024
2018,M,Japan,JPN,Guam,GUM,7321108
2018,M,Japan,JPN,Guatemala,GTM,156343025
2018,M,Japan,JPN,Guyana,GUY,4937852
2018,M,Japan,JPN,Honduras,HND,46238342
2018,M,Japan,JPN,"China, Hong Kong SAR",HKG,2123847605
2018,M,Japan,JPN,Hungary,HUN,1053767841
2018,M,Japan,JPN,Iceland,ISL,183617363
2018,M,Japan,JPN,Indonesia,IDN,21530892034
2018,M,Japan,JPN,Iran,IRN,3448946901
2018,M,Japan,JPN,Ireland,IRL,6885316935
2018,M,Japan,JPN,Israel,ISR,1401782673
2018,M,Japan,JPN,Italy,ITA,11406725761
2018,M,Japan,JPN,Côte d'Ivoire,CIV,16236303
2018,M,Japan,JPN,Kenya,KEN,68743172
2018,M,Japan,JPN,Rep. of Korea,KOR,32134290278
2018,M,Japan,JPN,Kyrgyzstan,KGZ,37269231
2018,M,Japan,JPN,Lao People's Dem. Rep.,LAO,155583659
2018,M,Japan,JPN,Lebanon,LBN,16612026
2018,M,Japan,JPN,Lesotho,LSO,473516
2018,M,Japan,JPN,Latvia,LVA,80073962
2018,M,Japan,JPN,Liberia,LBR,59497679
2018,M,Japan,JPN,Libya,LBY,13657795
2018,M,Japan,JPN,Lithuania,LTU,555141268
2018,M,Japan,JPN,Luxembourg,LUX,90393993
2018,M,Japan,JPN,"China, Macao SAR",MAC,10827605
2018,M,Japan,JPN,Madagascar,MDG,243284056
2018,M,Japan,JPN,Malawi,MWI,17481249
2018,M,Japan,JPN,Malaysia,MYS,18925266911
2018,M,Japan,JPN,Mali,MLI,838522
2018,M,Japan,JPN,Malta,MLT,175766832
2018,M,Japan,JPN,Mauritania,MRT,220432230
2018,M,Japan,JPN,Mauritius,MUS,9045245
2018,M,Japan,JPN,Mexico,MEX,6334082414
2018,M,Japan,JPN,"Other Asia, nes",S19,27129688862
2018,M,Japan,JPN,Mongolia,MNG,32373176
2018,M,Japan,JPN,Rep. of Moldova,MDA,23698929
2018,M,Japan,JPN,Montenegro,MNE,412043
2018,M,Japan,JPN,Morocco,MAR,313727942
2018,M,Japan,JPN,Mozambique,MOZ,177204957
2018,M,Japan,JPN,Oman,OMN,2920967380
2018,M,Japan,JPN,Namibia,NAM,12551009
2018,M,Japan,JPN,Nepal,NPL,10653252
2018,M,Japan,JPN,"Oceania, nes",O19,34646
2018,M,Japan,JPN,Netherlands,NLD,3191380928
2018,M,Japan,JPN,Curaçao,CUW,323988
2018,M,Japan,JPN,New Caledonia,NCL,224483726
2018,M,Japan,JPN,Vanuatu,VUT,67264998
2018,M,Japan,JPN,New Zealand,NZL,2651187004
2018,M,Japan,JPN,Nicaragua,NIC,24083702
2018,M,Japan,JPN,Nigeria,NGA,917060357
2018,M,Japan,JPN,"Other Africa, nes",F19,327147
2018,M,Japan,JPN,Norway,NOR,1832158117
2018,M,Japan,JPN,N. Mariana Isds,MNP,5367
2018,M,Japan,JPN,Palau,PLW,22668612
2018,M,Japan,JPN,Pakistan,PAK,352742173
2018,M,Japan,JPN,Panama,PAN,461278971
2018,M,Japan,JPN,Papua New Guinea,PNG,2316812490
2018,M,Japan,JPN,Paraguay,PRY,57585604
2018,M,Japan,JPN,Peru,PER,2381748201
2018,M,Japan,JPN,Philippines,PHL,10430357509
2018,M,Japan,JPN,Poland,POL,952731700
2018,M,Japan,JPN,Portugal,PRT,330542126
2018,M,Japan,JPN,Qatar,QAT,14861289011
2018,M,Japan,JPN,"North America and Central America, nes",A59,200817
2018,M,Japan,JPN,Romania,ROU,849834168
2018,M,Japan,JPN,Russian Federation,RUS,15591548347
2018,M,Japan,JPN,Saint Helena,SHN,3524010
2018,M,Japan,JPN,Anguilla,AIA,5213
2018,M,Japan,JPN,Saint Lucia,LCA,25197
2018,M,Japan,JPN,Sao Tome and Principe,STP,501790
2018,M,Japan,JPN,Saudi Arabia,SAU,33785907429
2018,M,Japan,JPN,Serbia,SRB,363904873
2018,M,Japan,JPN,Seychelles,SYC,67544665
2018,M,Japan,JPN,India,IND,5495270931
2018,M,Japan,JPN,Singapore,SGP,9738288263
2018,M,Japan,JPN,Slovakia,SVK,254668345
2018,M,Japan,JPN,Viet Nam,VNM,21135596767
2018,M,Japan,JPN,Slovenia,SVN,173406502
2018,M,Japan,JPN,South Africa,ZAF,5142174602
2018,M,Japan,JPN,Zimbabwe,ZWE,14856836
2018,M,Japan,JPN,Spain,ESP,3354616491
2018,M,Japan,JPN,Suriname,SUR,6687521
2018,M,Japan,JPN,Eswatini,SWZ,1335761
2018,M,Japan,JPN,Sweden,SWE,2712113042
2018,M,Japan,JPN,Switzerland,CHE,7759378631
2018,M,Japan,JPN,Syria,SYR,530074
2018,M,Japan,JPN,Tajikistan,TJK,694154
2018,M,Japan,JPN,Thailand,THA,25077114823
2018,M,Japan,JPN,Togo,TGO,2992370
2018,M,Japan,JPN,Tonga,TON,1563694
2018,M,Japan,JPN,United Arab Emirates,ARE,27571079777
2018,M,Japan,JPN,Tunisia,TUN,91081487
2018,M,Japan,JPN,Turkey,TUR,754685681
2018,M,Japan,JPN,Turks and Caicos Isds,TCA,5113
2018,M,Japan,JPN,Uganda,UGA,8285988
2018,M,Japan,JPN,Ukraine,UKR,729572502
2018,M,Japan,JPN,North Macedonia,MKD,6950842
2018,M,Japan,JPN,Egypt,EGY,271134085
2018,M,Japan,JPN,United Kingdom,GBR,8231614335
2018,M,Japan,JPN,United Rep. of Tanzania,TZA,98677004
2018,M,Japan,JPN,USA,USA,83640150948
2018,M,Japan,JPN,Burkina Faso,BFA,41779210
2018,M,Japan,JPN,Uruguay,URY,12093684
2018,M,Japan,JPN,Uzbekistan,UZB,5330481
2018,M,Japan,JPN,Yemen,YEM,45193335
2018,M,Japan,JPN,Zambia,ZMB,167560472
2018,M,Japan,JPN,American Samoa,ASM,9801
2018,M,Japan,JPN,Antigua and Barbuda,ATG,6181
2018,M,Japan,JPN,Azerbaijan,AZE,8562587
2018,M,Japan,JPN,Barbados,BRB,93629
2018,M,Japan,JPN,Bhutan,BTN,953422
2018,M,Japan,JPN,Botswana,BWA,27517730
2018,M,Japan,JPN,Belize,BLZ,9361133
2018,M,Japan,JPN,Solomon Isds,SLB,6123597
2018,M,Japan,JPN,Brunei Darussalam,BRN,2340583345
2018,M,Japan,JPN,Burundi,BDI,1177391
2018,M,Japan,JPN,Cabo Verde,CPV,75039
2018,M,Japan,JPN,Benin,BEN,1722688
2018,M,Japan,JPN,French Polynesia,PYF,90809521
2018,M,Japan,JPN,Gambia,GMB,62404
2018,M,Japan,JPN,State of Palestine,PSE,534201
2018,M,Japan,JPN,Ghana,GHA,124024922
2018,M,Japan,JPN,Kiribati,KIR,8405820
2018,M,Japan,JPN,Greenland,GRL,71600831
